end	Gene	start	(bp)	Strand	Gene
ENSG00000207145	93733466	93733597	11	-1	snoRNA
ENSG00000221040	116278606	116278821	1	1	snoRNA
ENSG00000201502	93266017	93266096	12	1	snoRNA
ENSG00000221673	219962652	219962865	1	1	snoRNA
ENSG00000199787	30419625	30419759	16	-1	snoRNA
ENSG00000212363	74882656	74882783	5	-1	snoRNA
ENSG00000222966	99952033	99952158	7	1	snoRNA
ENSG00000221498	183064235	183064346	2	-1	snoRNA
ENSG00000251828	80306235	80306368	5	-1	snoRNA
ENSG00000200538	48382371	48382586	17	-1	snoRNA
ENSG00000221705	52063347	52063474	X	-1	snoRNA
ENSG00000266079	19557211	19557911	17	1	snoRNA
ENSG00000274581	91718574	91718789	CHR_HSCHR14_1_CTG1	-1	snoRNA
ENSG00000207002	123814077	123814207	3	1	snoRNA
ENSG00000238645	53334562	53334664	16	1	snoRNA
ENSG00000212626	7301020	7301153	18	-1	snoRNA
ENSG00000252170	129518576	129518647	X	1	snoRNA
ENSG00000264379	21524307	21524382	9	-1	snoRNA
ENSG00000202440	82402638	82402706	4	-1	snoRNA
ENSG00000201898	224179641	224179767	1	1	snoRNA
ENSG00000212461	71639355	71639483	12	1	snoRNA
ENSG00000252016	88148792	88148918	X	1	snoRNA
ENSG00000199782	25185631	25185712	15	1	snoRNA
ENSG00000263362	31824440	31824506	CHR_HSCHR6_MHC_COX_CTG1	1	snoRNA
ENSG00000220988	50802328	50802418	19	-1	snoRNA
ENSG00000251878	184431966	184432049	4	1	snoRNA
ENSG00000208892	132031224	132031359	12	1	snoRNA
ENSG00000207430	30581184	30581316	15	1	snoRNA
ENSG00000199293	38852863	38852994	17	-1	snoRNA
ENSG00000199961	76561109	76561192	17	1	snoRNA
ENSG00000281000	19112420	19112636	17	-1	snoRNA
ENSG00000202031	44777843	44777912	1	1	snoRNA
ENSG00000201839	100953349	100953423	14	1	snoRNA
ENSG00000200987	25225203	25225284	15	1	snoRNA
ENSG00000200812	25180497	25180578	15	1	snoRNA
ENSG00000221716	54814370	54814497	X	1	snoRNA
ENSG00000207197	25077051	25077142	15	1	snoRNA
ENSG00000208839	114630797	114630924	X	1	snoRNA
ENSG00000200480	100989130	100989201	14	1	snoRNA
ENSG00000238519	30384959	30385091	15	-1	snoRNA
ENSG00000238575	2555358	2555492	18	1	snoRNA
ENSG00000201541	24333415	24333547	16	-1	snoRNA
ENSG00000212440	9286673	9286822	12	-1	snoRNA
ENSG00000199833	25208083	25208163	15	1	snoRNA
ENSG00000212610	218541690	218541899	1	-1	snoRNA
ENSG00000252112	30246757	30246820	17	-1	snoRNA
ENSG00000238410	75489576	75489710	2	1	snoRNA
ENSG00000209645	10107651	10107735	19	1	snoRNA
ENSG00000201330	29582249	29582332	6	1	snoRNA
ENSG00000200753	20377331	20377401	7	1	snoRNA
ENSG00000199942	100976477	100976551	14	1	snoRNA
ENSG00000207016	69520043	69520174	2	-1	snoRNA
ENSG00000212539	56957270	56957469	18	1	snoRNA
ENSG00000207410	67271469	67271607	17	1	snoRNA
ENSG00000238531	10109757	10109835	19	1	snoRNA
ENSG00000202269	15110786	15110920	5	-1	snoRNA
ENSG00000201346	3384229	3384440	20	1	snoRNA
ENSG00000274582	28580920	28581056	1	-1	snoRNA
ENSG00000277754	101145480	101145695	14	-1	snoRNA
ENSG00000212134	31376319	31376446	20	1	snoRNA
ENSG00000277184	44985378	44985510	7	-1	snoRNA
ENSG00000238570	161558544	161558646	2	1	snoRNA
ENSG00000207392	159780250	159780381	6	-1	snoRNA
ENSG00000222666	28408039	28408251	10	-1	snoRNA
ENSG00000261709	45214906	45215033	15	-1	snoRNA
ENSG00000201042	118888434	118888564	12	-1	snoRNA
ENSG00000201542	35310274	35310425	1	1	snoRNA
ENSG00000201907	25239838	25239919	15	1	snoRNA
ENSG00000252349	19662000	19662090	17	1	snoRNA
ENSG00000265185	19061912	19062669	17	1	snoRNA
ENSG00000212321	122840426	122840645	X	1	snoRNA
ENSG00000207503	41539206	41539326	21	1	snoRNA
ENSG00000199566	47346166	47346297	12	-1	snoRNA
ENSG00000239043	45110883	45110968	14	1	snoRNA
ENSG00000200215	100939556	100939630	14	1	snoRNA
ENSG00000202379	108574565	108574698	3	1	snoRNA
ENSG00000252787	52688890	52688962	3	1	snoRNA
ENSG00000206650	68627234	68627375	12	-1	snoRNA
ENSG00000206979	136879199	136879271	X	-1	snoRNA
ENSG00000275394	30263132	30263264	CHR_HSCHR15_4_CTG8	1	snoRNA
ENSG00000202048	100981004	100981075	14	1	snoRNA
ENSG00000206834	93732004	93732133	11	-1	snoRNA
ENSG00000200206	86173198	86173270	15	-1	snoRNA
ENSG00000207475	155919909	155920045	1	-1	snoRNA
ENSG00000221455	92790453	92790665	6	1	snoRNA
ENSG00000266646	31531364	31531441	CHR_HSCHR6_MHC_QBL_CTG1	-1	snoRNA
ENSG00000223111	49954214	49954414	10	1	snoRNA
ENSG00000200112	115852648	115852718	12	-1	snoRNA
ENSG00000206647	10155072	10155206	2	-1	snoRNA
ENSG00000265754	31699371	31699502	CHR_HSCHR6_MHC_MCF_CTG1	1	snoRNA
ENSG00000252427	46758766	46758873	11	-1	snoRNA
ENSG00000212279	74490959	74491028	15	-1	snoRNA
ENSG00000202252	123059335	123059422	11	-1	snoRNA
ENSG00000212415	32970727	32970791	15	1	snoRNA
ENSG00000207445	75404421	75404566	11	1	snoRNA
ENSG00000212175	55565703	55565850	2	1	snoRNA
ENSG00000239008	80857076	80857202	X	-1	snoRNA
ENSG00000212391	226968989	226969122	2	-1	snoRNA
ENSG00000274458	36438661	36438788	10	1	snoRNA
ENSG00000202142	100975825	100975896	14	1	snoRNA
ENSG00000199212	54330687	54330895	8	1	snoRNA
ENSG00000200355	172771277	172771405	3	-1	snoRNA
ENSG00000253051	45336314	45336447	13	-1	snoRNA
ENSG00000199851	28015568	28015777	6	1	snoRNA
ENSG00000201151	35117136	35117207	20	-1	snoRNA
ENSG00000201944	205731221	205731352	1	-1	snoRNA
ENSG00000277034	38421647	38421774	20	-1	snoRNA
ENSG00000206661	5128279	5128412	8	-1	snoRNA
ENSG00000212587	110848546	110848673	6	1	snoRNA
ENSG00000223004	24811481	24811548	5	1	snoRNA
ENSG00000207299	90118391	90118461	11	1	snoRNA
ENSG00000235408	38425083	38425354	20	-1	snoRNA
ENSG00000252119	119323293	119323409	11	-1	snoRNA
ENSG00000276366	240289216	240289443	2	1	snoRNA
ENSG00000266672	29578848	29578931	CHR_HSCHR6_MHC_COX_CTG1	1	snoRNA
ENSG00000207008	2963771	2963893	11	-1	snoRNA
ENSG00000201643	75943782	75943916	7	1	snoRNA
ENSG00000221241	50799442	50799532	19	-1	snoRNA
ENSG00000281863	8931495	8931632	3	1	snoRNA
ENSG00000202233	25264656	25264882	7	1	snoRNA
ENSG00000252188	138625060	138625179	7	-1	snoRNA
ENSG00000212428	25159221	25159279	15	1	snoRNA
ENSG00000199231	63175940	63176019	7	-1	snoRNA
ENSG00000207249	104733234	104733362	2	1	snoRNA
ENSG00000276844	25266591	25266661	15	1	snoRNA
ENSG00000202261	25250859	25250940	15	1	snoRNA
ENSG00000202293	100982926	100982997	14	1	snoRNA
ENSG00000207241	75787889	75787972	1	1	snoRNA
ENSG00000238316	26642286	26642389	1	-1	snoRNA
ENSG00000201512	38429670	38429803	20	-1	snoRNA
ENSG00000212422	10222797	10223011	7	1	snoRNA
ENSG00000275072	85677589	85677658	6	-1	snoRNA
ENSG00000201831	25170723	25170804	15	1	snoRNA
ENSG00000253041	101322477	101322533	9	1	snoRNA
ENSG00000265138	30123125	30123286	CHR_HSCHR6_MHC_DBB_CTG1	-1	snoRNA
ENSG00000200593	25230838	25230919	15	1	snoRNA
ENSG00000212273	133644598	133644725	8	-1	snoRNA
ENSG00000206838	45104349	45104482	7	-1	snoRNA
ENSG00000252582	131021168	131021306	9	-1	snoRNA
ENSG00000222095	100994257	100994330	14	1	snoRNA
ENSG00000221139	21450653	21450756	18	-1	snoRNA
ENSG00000221491	48654382	48654518	12	-1	snoRNA
ENSG00000263994	31613823	31613954	CHR_HSCHR6_MHC_SSTO_CTG1	1	snoRNA
ENSG00000207177	110684794	110684927	5	-1	snoRNA
ENSG00000266692	44437121	44437175	21	1	snoRNA
ENSG00000210825	93735111	93735236	11	-1	snoRNA
ENSG00000222588	119060983	119061111	10	-1	snoRNA
ENSG00000253092	183452567	183452764	3	1	snoRNA
ENSG00000223027	26789017	26789157	10	1	snoRNA
ENSG00000277947	19112419	19112636	17	-1	snoRNA
ENSG00000212283	101272936	101273049	2	-1	snoRNA
ENSG00000207001	25054210	25054304	15	1	snoRNA
ENSG00000251844	97552137	97552228	12	-1	snoRNA
ENSG00000253007	33704786	33704920	22	-1	snoRNA
ENSG00000206961	169727872	169728003	2	1	snoRNA
ENSG00000207523	92840719	92840851	1	1	snoRNA
ENSG00000202231	100822620	100822752	X	-1	snoRNA
ENSG00000251999	32791814	32791946	7	1	snoRNA
ENSG00000200318	58760466	58760681	15	-1	snoRNA
ENSG00000200959	139278781	139278978	5	1	snoRNA
ENSG00000201700	100929919	100929990	14	1	snoRNA
ENSG00000199574	66501250	66501318	15	-1	snoRNA
ENSG00000277492	70846079	70846295	X	-1	snoRNA
ENSG00000199970	25174927	25175008	15	1	snoRNA
ENSG00000207304	93732361	93732499	11	-1	snoRNA
ENSG00000201264	151102057	151102128	4	1	snoRNA
ENSG00000239148	5004710	5004842	10	1	snoRNA
ENSG00000199436	21392150	21392253	14	-1	snoRNA
ENSG00000207279	25094037	25094128	15	1	snoRNA
ENSG00000199196	34100711	34100838	13	-1	snoRNA
ENSG00000281295	33704786	33704922	22	-1	snoRNA
ENSG00000201229	183451857	183451988	3	1	snoRNA
ENSG00000212296	40832656	40832735	5	-1	snoRNA
ENSG00000201133	50935350	50935493	7	-1	snoRNA
ENSG00000277785	25088804	25088895	15	1	snoRNA
ENSG00000221102	91126425	91126553	14	1	snoRNA
ENSG00000201326	25209918	25209999	15	1	snoRNA
ENSG00000251822	60363822	60363935	12	1	snoRNA
ENSG00000202503	49490904	49490974	19	1	snoRNA
ENSG00000202188	25227109	25227190	15	1	snoRNA
ENSG00000238835	83064204	83064337	5	-1	snoRNA
ENSG00000200051	140527352	140527428	5	-1	snoRNA
ENSG00000201882	20136066	20136135	X	-1	snoRNA
ENSG00000201807	136855698	136855831	6	-1	snoRNA
ENSG00000238886	33952769	33952850	9	-1	snoRNA
ENSG00000252601	29070496	29070610	5	1	snoRNA
ENSG00000239093	187423315	187423419	3	1	snoRNA
ENSG00000275662	100897920	100897996	14	1	snoRNA
ENSG00000200463	8173454	8173587	17	-1	snoRNA
ENSG00000200661	25074114	25074215	15	1	snoRNA
ENSG00000199411	137094345	137094430	9	1	snoRNA
ENSG00000201329	43378297	43378510	8	1	snoRNA
ENSG00000254341	66922467	66922555	8	-1	snoRNA
ENSG00000238628	87720915	87721018	6	1	snoRNA
ENSG00000202400	231460371	231460440	2	-1	snoRNA
ENSG00000252352	69355133	69355218	17	-1	snoRNA
ENSG00000238344	20326450	20326526	14	-1	snoRNA
ENSG00000202268	45255409	45255620	3	-1	snoRNA
ENSG00000212149	42940575	42940702	17	-1	snoRNA
ENSG00000238764	17357930	17358033	X	1	snoRNA
ENSG00000202363	39411054	39411206	3	1	snoRNA
ENSG00000280894	69160808	69160939	5	1	snoRNA
ENSG00000252158	131432776	131432869	8	-1	snoRNA
ENSG00000207215	97358265	97358478	8	1	snoRNA
ENSG00000212493	52689248	52689315	3	1	snoRNA
ENSG00000201619	179201487	179201627	1	1	snoRNA
ENSG00000207137	25079058	25079149	15	1	snoRNA
ENSG00000252677	21711950	21712119	18	-1	snoRNA
ENSG00000207407	19591156	19591291	11	-1	snoRNA
ENSG00000206780	17320746	17320882	4	-1	snoRNA
ENSG00000238936	41426655	41426727	8	1	snoRNA
ENSG00000212249	68873954	68874087	5	1	snoRNA
ENSG00000206688	25085385	25085476	15	1	snoRNA
ENSG00000265674	30125305	30125466	CHR_HSCHR6_MHC_APD_CTG1	-1	snoRNA
ENSG00000212421	87260450	87260585	9	1	snoRNA
ENSG00000212594	103592112	103592243	12	1	snoRNA
ENSG00000212293	32420390	32420516	13	-1	snoRNA
ENSG00000239014	24986925	24986995	15	1	snoRNA
ENSG00000265495	30122730	30122889	CHR_HSCHR6_MHC_COX_CTG1	-1	snoRNA
ENSG00000207191	25062333	25062427	15	1	snoRNA
ENSG00000271982	49491664	49491729	18	-1	snoRNA
ENSG00000231587	131490486	131490571	9	1	snoRNA
ENSG00000199474	12842487	12842610	16	-1	snoRNA
ENSG00000275154	91714915	91715130	14	-1	snoRNA
ENSG00000238804	48956650	48956753	17	-1	snoRNA
ENSG00000207119	69457941	69458149	15	-1	snoRNA
ENSG00000200983	8684227	8684356	11	1	snoRNA
ENSG00000212414	100004583	100004649	8	1	snoRNA
ENSG00000252868	29233868	29233979	15	1	snoRNA
ENSG00000238503	12030303	12030372	2	-1	snoRNA
ENSG00000251838	37702125	37702220	11	-1	snoRNA
ENSG00000199266	38449370	38449503	20	1	snoRNA
ENSG00000201899	100984777	100984848	14	1	snoRNA
ENSG00000206910	159785594	159785733	6	-1	snoRNA
ENSG00000212532	51464690	51464765	6	1	snoRNA
ENSG00000201467	17044380	17044511	X	-1	snoRNA
ENSG00000251775	63883249	63883391	2	-1	snoRNA
ENSG00000275900	26689316	26689529	18	-1	snoRNA
ENSG00000212195	58631641	58631836	17	-1	snoRNA
ENSG00000253067	132080066	132080133	5	1	snoRNA
ENSG00000212604	26008940	26009074	15	-1	snoRNA
ENSG00000199783	24901147	24901214	22	-1	snoRNA
ENSG00000200478	25245478	25245559	15	1	snoRNA
ENSG00000212402	173020728	173020928	5	1	snoRNA
ENSG00000212158	184325696	184325771	3	1	snoRNA
ENSG00000199977	21817624	21817828	18	1	snoRNA
ENSG00000252326	25097663	25097754	15	1	snoRNA
ENSG00000276714	101322477	101322533	CHR_HSCHR9_1_CTG5	1	snoRNA
ENSG00000275043	62855564	62855632	11	-1	snoRNA
ENSG00000252505	33540040	33540137	8	1	snoRNA
ENSG00000252296	100100084	100100172	X	1	snoRNA
ENSG00000207166	17862588	17862720	19	1	snoRNA
ENSG00000201318	100991919	100991990	14	1	snoRNA
ENSG00000200406	100983876	100983947	14	1	snoRNA
ENSG00000281910	58559796	58559931	16	-1	snoRNA
ENSG00000199363	183453814	183453944	3	1	snoRNA
ENSG00000212533	31076867	31077016	12	-1	snoRNA
ENSG00000212342	130162972	130163127	8	1	snoRNA
ENSG00000212384	100927342	100927413	14	1	snoRNA
ENSG00000200949	25228967	25229048	15	1	snoRNA
ENSG00000252408	3521248	3521320	19	-1	snoRNA
ENSG00000199633	78091172	78091297	15	-1	snoRNA
ENSG00000200632	100941126	100941202	14	1	snoRNA
ENSG00000212304	49280683	49280772	20	1	snoRNA
ENSG00000252011	246833448	246833529	1	-1	snoRNA
ENSG00000264086	31817449	31817511	CHR_HSCHR6_MHC_DBB_CTG1	1	snoRNA
ENSG00000221116	2654212	2654286	20	1	snoRNA
ENSG00000238902	192534009	192534112	3	-1	snoRNA
ENSG00000212211	60856389	60856605	3	-1	snoRNA
ENSG00000201674	113944186	113944399	X	-1	snoRNA
ENSG00000202314	93731502	93731574	11	-1	snoRNA
ENSG00000200503	25178738	25178819	15	1	snoRNA
ENSG00000212383	56861375	56861508	12	1	snoRNA
ENSG00000265116	31575852	31575927	CHR_HSCHR6_MHC_MANN_CTG1	-1	snoRNA
ENSG00000252040	68630223	68630354	16	-1	snoRNA
ENSG00000199473	17373201	17373326	7	-1	snoRNA
ENSG00000266004	31605253	31605384	CHR_HSCHR6_MHC_DBB_CTG1	1	snoRNA
ENSG00000212206	8329583	8329719	17	1	snoRNA
ENSG00000238906	29912528	29912632	7	1	snoRNA
ENSG00000212534	202276431	202276518	2	1	snoRNA
ENSG00000222489	20323179	20323326	14	-1	snoRNA
ENSG00000202499	25236085	25236166	15	1	snoRNA
ENSG00000207444	71398337	71398407	14	1	snoRNA
ENSG00000265663	29581840	29581923	CHR_HSCHR6_MHC_MANN_CTG1	1	snoRNA
ENSG00000202023	137287687	137287762	7	1	snoRNA
ENSG00000212187	212025561	212025682	1	1	snoRNA
ENSG00000199894	110433109	110433188	4	-1	snoRNA
ENSG00000238440	64355762	64355865	12	-1	snoRNA
ENSG00000201592	20136306	20136385	X	-1	snoRNA
ENSG00000272034	17074654	17074744	11	-1	snoRNA
ENSG00000200564	25241746	25241827	15	1	snoRNA
ENSG00000201863	40082983	40083106	4	1	snoRNA
ENSG00000199489	25215541	25215622	15	1	snoRNA
ENSG00000252448	37884237	37884317	1	1	snoRNA
ENSG00000271798	2655067	2655198	20	1	snoRNA
ENSG00000200636	100988161	100988230	14	1	snoRNA
ENSG00000221539	28578749	28578822	1	-1	snoRNA
ENSG00000253013	186130021	186130155	4	1	snoRNA
ENSG00000238832	107603363	107603507	7	1	snoRNA
ENSG00000238754	193057281	193057415	1	-1	snoRNA
ENSG00000222345	52691378	52691453	3	1	snoRNA
ENSG00000277194	62852910	62853035	11	-1	snoRNA
ENSG00000252441	115545637	115545717	X	1	snoRNA
ENSG00000229686	2656624	2656694	20	1	snoRNA
ENSG00000202270	100968948	100969022	14	1	snoRNA
ENSG00000252517	194664107	194664174	2	-1	snoRNA
ENSG00000221044	44025020	44025223	17	-1	snoRNA
ENSG00000201457	39567374	39567508	1	-1	snoRNA
ENSG00000277985	7577955	7578091	17	1	snoRNA
ENSG00000212165	16982831	16983033	20	-1	snoRNA
ENSG00000280904	52688882	52688961	3	1	snoRNA
ENSG00000206897	123616708	123616840	12	1	snoRNA
ENSG00000206634	65755526	65755659	7	1	snoRNA
ENSG00000212452	52692736	52692812	3	1	snoRNA
ENSG00000202377	115581315	115581442	7	-1	snoRNA
ENSG00000239149	12507246	12507397	1	1	snoRNA
ENSG00000221303	81202695	81202834	14	-1	snoRNA
ENSG00000252284	58600631	58600698	18	1	snoRNA
ENSG00000272533	103337849	103337974	14	1	snoRNA
ENSG00000212378	72760534	72760602	2	1	snoRNA
ENSG00000212224	41712479	41712600	20	-1	snoRNA
ENSG00000252249	93879106	93879229	6	1	snoRNA
ENSG00000212182	114005440	114005655	2	-1	snoRNA
ENSG00000266419	31518553	31518628	CHR_HSCHR6_MHC_DBB_CTG1	-1	snoRNA
ENSG00000277370	16440036	16440106	17	1	snoRNA
ENSG00000201482	25201323	25201404	15	1	snoRNA
ENSG00000206941	75400391	75400538	11	1	snoRNA
ENSG00000206630	2155023	2155105	16	-1	snoRNA
ENSG00000277108	16439505	16439576	17	1	snoRNA
ENSG00000199666	90657750	90657964	1	1	snoRNA
ENSG00000199704	25223246	25223327	15	1	snoRNA
ENSG00000201945	121107043	121107174	12	1	snoRNA
ENSG00000252228	30132805	30132966	6	-1	snoRNA
ENSG00000206869	164687643	164687777	2	-1	snoRNA
ENSG00000207221	83041464	83041598	11	-1	snoRNA
ENSG00000238917	7576811	7576952	17	1	snoRNA
ENSG00000212589	113820459	113820590	10	1	snoRNA
ENSG00000212295	156378750	156378824	6	1	snoRNA
ENSG00000239112	9548836	9548905	5	1	snoRNA
ENSG00000207313	48667457	48667593	12	-1	snoRNA
ENSG00000199593	100972103	100972177	14	1	snoRNA
ENSG00000201969	25206262	25206343	15	1	snoRNA
ENSG00000263442	31531850	31531927	CHR_HSCHR6_MHC_SSTO_CTG1	-1	snoRNA
ENSG00000221740	22856613	22856686	7	1	snoRNA
ENSG00000201950	100945649	100945720	14	1	snoRNA
ENSG00000239195	93733228	93733300	11	-1	snoRNA
ENSG00000212181	148260574	148260708	2	-1	snoRNA
ENSG00000212511	36852640	36852859	15	1	snoRNA
ENSG00000252425	34597458	34597558	15	-1	snoRNA
ENSG00000263359	31523826	31523901	CHR_HSCHR6_MHC_COX_CTG1	-1	snoRNA
ENSG00000199405	55902723	55902855	8	-1	snoRNA
ENSG00000275529	25059538	25059633	15	1	snoRNA
ENSG00000212581	185661774	185661906	2	1	snoRNA
ENSG00000265634	29582350	29582433	CHR_HSCHR6_MHC_APD_CTG1	1	snoRNA
ENSG00000202449	14690710	14690832	4	1	snoRNA
ENSG00000206637	201978461	201978595	1	1	snoRNA
ENSG00000238485	139702287	139702390	X	-1	snoRNA
ENSG00000199914	100973595	100973664	14	1	snoRNA
ENSG00000251974	86364136	86364265	2	1	snoRNA
ENSG00000200623	66503243	66503314	15	-1	snoRNA
ENSG00000206909	171366118	171366252	5	1	snoRNA
ENSG00000207084	160696929	160697060	3	1	snoRNA
ENSG00000221496	44303965	44304203	17	1	snoRNA
ENSG00000221148	84183324	84183448	12	-1	snoRNA
ENSG00000207118	123058909	123058995	11	-1	snoRNA
ENSG00000273885	93721797	93721866	11	1	snoRNA
ENSG00000202529	66502020	66502091	15	-1	snoRNA
ENSG00000200608	100968111	100968185	14	1	snoRNA
ENSG00000238295	177345858	177345961	2	-1	snoRNA
ENSG00000238300	33934296	33934376	9	-1	snoRNA
ENSG00000202216	179934402	179934527	2	-1	snoRNA
ENSG00000253028	52269437	52269569	7	-1	snoRNA
ENSG00000252049	23166985	23167101	10	1	snoRNA
ENSG00000252689	16138248	16138379	Y	-1	snoRNA
ENSG00000264994	28913664	28913748	2	1	snoRNA
ENSG00000206755	30710537	30710665	16	1	snoRNA
ENSG00000199713	58818883	58819016	18	-1	snoRNA
ENSG00000252459	114737704	114737798	12	1	snoRNA
ENSG00000212347	45892912	45892979	X	-1	snoRNA
ENSG00000251735	46960423	46960546	14	1	snoRNA
ENSG00000202343	149594625	149594759	6	1	snoRNA
ENSG00000200084	89561434	89561517	16	1	snoRNA
ENSG00000264452	44439035	44439110	21	1	snoRNA
ENSG00000206886	81764024	81764156	6	1	snoRNA
ENSG00000212232	17962710	17962946	20	-1	snoRNA
ENSG00000273835	25193321	25193402	15	1	snoRNA
ENSG00000206952	58559796	58559929	16	-1	snoRNA
ENSG00000278274	28579764	28579893	1	-1	snoRNA
ENSG00000207432	30112198	30112330	15	1	snoRNA
ENSG00000200063	78399935	78400063	17	1	snoRNA
ENSG00000201448	36418450	36418578	1	-1	snoRNA
ENSG00000275127	25089923	25090014	15	1	snoRNA
ENSG00000252724	39892446	39892540	9	1	snoRNA
ENSG00000200320	186787300	186787431	3	1	snoRNA
ENSG00000207502	115621872	115622005	1	-1	snoRNA
ENSG00000275146	93721542	93721621	11	1	snoRNA
ENSG00000252969	12221148	12221271	1	-1	snoRNA
ENSG00000200354	38433865	38433998	20	-1	snoRNA
ENSG00000212432	9445058	9445205	12	1	snoRNA
ENSG00000200897	107374747	107374827	12	1	snoRNA
ENSG00000212588	52713249	52713370	4	1	snoRNA
ENSG00000201557	100972670	100972741	14	1	snoRNA
ENSG00000201754	31837076	31837142	6	1	snoRNA
ENSG00000207406	206162228	206162359	2	1	snoRNA
ENSG00000252989	100646121	100646197	3	1	snoRNA
ENSG00000200150	100956240	100956312	14	1	snoRNA
ENSG00000199321	126779702	126779774	10	-1	snoRNA
ENSG00000201666	28924069	28924138	X	1	snoRNA
ENSG00000201143	25247345	25247426	15	1	snoRNA
ENSG00000206799	93730979	93731099	11	-1	snoRNA
ENSG00000202434	197404718	197404854	2	1	snoRNA
ENSG00000265707	31819261	31819327	CHR_HSCHR6_MHC_DBB_CTG1	1	snoRNA
ENSG00000201302	127448501	127448630	9	-1	snoRNA
ENSG00000251967	46650510	46650590	3	1	snoRNA
ENSG00000199470	12700758	12700889	7	-1	snoRNA
ENSG00000212567	40790077	40790204	5	-1	snoRNA
ENSG00000252022	76469508	76469595	16	-1	snoRNA
ENSG00000206913	74252414	74252552	11	-1	snoRNA
ENSG00000263942	30123209	30123371	CHR_HSCHR6_MHC_SSTO_CTG1	-1	snoRNA
ENSG00000273525	2962636	2962758	CHR_HSCHR11_1_CTG7	-1	snoRNA
ENSG00000263589	30177929	30178090	CHR_HSCHR6_MHC_MANN_CTG1	-1	snoRNA
ENSG00000277205	148386174	148386384	CHR_HSCHR7_3_CTG6	1	snoRNA
ENSG00000199815	8931506	8931631	3	1	snoRNA
ENSG00000264346	20126402	20126526	22	1	snoRNA
ENSG00000238854	141447475	141447549	8	1	snoRNA
ENSG00000239137	55167171	55167274	19	1	snoRNA
ENSG00000252433	67102645	67102779	1	-1	snoRNA
ENSG00000208308	135136628	135136755	2	1	snoRNA
ENSG00000252204	31811088	31811190	12	1	snoRNA
ENSG00000252762	81928313	81928439	4	1	snoRNA
ENSG00000238862	52690744	52690827	3	1	snoRNA
ENSG00000226572	2656939	2657010	20	1	snoRNA
ENSG00000201516	176098163	176098285	4	1	snoRNA
ENSG00000200536	110272484	110272607	1	1	snoRNA
ENSG00000201398	154007367	154007502	3	-1	snoRNA
ENSG00000221060	69804203	69804331	14	-1	snoRNA
ENSG00000212228	11274113	11274236	16	-1	snoRNA
ENSG00000201827	133551186	133551315	3	1	snoRNA
ENSG00000222937	138558970	138559039	5	-1	snoRNA
ENSG00000200816	31623079	31623210	6	1	snoRNA
ENSG00000280704	70846080	70846295	X	-1	snoRNA
ENSG00000221643	203729581	203729705	1	1	snoRNA
ENSG00000206612	48656648	48656782	12	-1	snoRNA
ENSG00000201785	31536374	31536449	6	-1	snoRNA
ENSG00000206760	39408389	39408539	3	1	snoRNA
ENSG00000221345	71126893	71127105	6	-1	snoRNA
ENSG00000200652	28179098	28179223	16	1	snoRNA
ENSG00000200913	44776490	44776593	1	1	snoRNA
ENSG00000200757	25199448	25199529	15	1	snoRNA
ENSG00000207181	235127803	235127937	1	-1	snoRNA
ENSG00000252050	38308112	38308241	X	-1	snoRNA
ENSG00000280926	26645671	26645774	CHR_HG2058_PATCH	1	snoRNA
ENSG00000280889	133349544	133349618	CHR_HG2030_PATCH	1	snoRNA
ENSG00000281243	133350243	133350316	CHR_HG2030_PATCH	1	snoRNA
ENSG00000281907	133350604	133350676	CHR_HG2030_PATCH	1	snoRNA
ENSG00000281541	133350995	133351060	CHR_HG2030_PATCH	1	snoRNA
ENSG00000282931	87994585	87994662	CHR_HG2334_PATCH	-1	snoRNA
